,nblobs,areas,area0,area1
0,2,,2150.5,1643.5
1,2,,2146.5,1627.0
2,2,,2110.5,1672.5
3,2,,2117.0,1624.5
4,2,,2159.5,1658.0
5,2,,2141.5,1683.0
6,2,,2107.0,1802.5
7,2,,2058.5,1949.5
8,2,,2043.5,1944.0
9,2,,2071.0,1974.0
10,2,,2086.0,1958.0
11,2,,2049.5,1994.0
12,2,,2040.0,2003.0
13,2,,2055.5,2052.5
14,2,,2071.0,2059.0
15,2,,2101.5,2044.5
16,2,,2112.0,2027.0
17,2,,2093.0,2030.0
18,2,,2120.0,2019.5
19,2,,2119.0,2018.5
20,2,,2154.5,2079.5
21,2,,2213.5,2025.5
22,2,,2167.5,2006.0
23,2,,2190.0,1947.5
24,2,,2209.5,1940.0
25,2,,2224.0,2010.0
26,2,,2252.5,2034.0
27,2,,2246.5,2080.0
28,2,,2237.0,2014.0
29,2,,2218.5,1979.5
30,2,,2183.5,1962.0
31,2,,2235.0,1961.0
32,2,,2271.5,1957.5
33,2,,2230.0,2001.5
34,2,,2204.0,2005.5
35,2,,2204.0,2004.5
36,2,,2209.0,2095.5
37,2,,2204.0,2020.0
38,2,,2265.5,2037.0
39,2,,2181.0,2051.0
40,2,,2180.5,2068.5
41,2,,2201.0,2054.0
42,2,,2182.0,2020.5
43,2,,2241.0,2034.0
44,2,,2212.5,2096.0
45,2,,2287.5,2123.0
46,2,,2212.0,2133.0
47,2,,2198.5,2093.5
48,2,,2169.0,2093.0
49,2,,2184.0,2080.0
50,2,,2198.5,2078.5
51,2,,2203.0,2119.5
52,2,,2214.0,2170.0
53,2,,2223.0,2169.0
54,2,,2248.0,2137.5
55,2,,2233.5,2137.0
56,2,,2233.0,2134.5
57,2,,2250.0,2129.5
58,2,,2239.0,2125.5
59,2,,2207.0,2121.5
60,2,,2171.0,2132.5
61,2,,2162.0,2137.0
62,2,,2150.5,2131.0
63,2,,2135.0,2134.5
64,2,,2145.0,2119.5
65,2,,2125.0,2108.0
66,2,,2109.0,2088.5
67,2,,2108.5,2081.5
68,2,,2119.0,2074.0
69,2,,2164.0,2084.5
70,2,,2088.5,2046.0
71,2,,2072.0,2012.5
72,2,,2079.0,2053.0
73,2,,2093.5,2082.0
74,2,,2083.0,2073.5
75,2,,2113.5,2041.0
76,2,,2068.0,2056.0
77,2,,2060.0,2013.0
78,2,,2088.5,2016.5
79,2,,2140.0,2043.0
80,2,,2070.5,2045.0
81,2,,2056.0,1998.0
82,2,,2016.5,1996.5
83,2,,2015.0,1964.0
84,2,,2006.5,1908.5
85,2,,2039.0,1914.5
86,2,,2022.0,1922.5
87,2,,2032.0,1988.5
88,2,,2058.0,1958.5
89,2,,2012.0,2005.5
90,2,,2030.0,1993.0
91,2,,2032.0,1997.5
92,2,,2046.5,2000.5
93,2,,2024.5,2023.0
94,2,,2040.5,2019.5
95,2,,2066.0,2058.5
96,2,,2064.5,2063.0
97,2,,2074.0,2028.5
98,2,,2069.5,2029.0
99,2,,2087.5,1995.5
100,2,,2094.0,2062.0
101,2,,2087.5,2021.5
102,2,,2078.5,2063.0
103,2,,2112.5,2056.0
104,2,,2118.5,2094.5
105,2,,2135.5,2080.0
106,2,,2097.5,2059.0
107,2,,2061.0,2035.5
108,2,,2073.0,2020.0
109,2,,2075.5,2061.5
110,2,,2105.0,2092.0
111,2,,2121.5,2085.0
112,2,,2146.5,2068.5
113,2,,2098.5,2073.0
114,2,,2084.0,2036.0
115,2,,2079.5,2017.5
116,2,,2086.5,1959.5
117,2,,2117.5,1945.0
118,2,,2038.0,1985.5
119,2,,2026.5,1965.5
120,2,,2032.0,1938.0
121,2,,2025.5,1923.0
122,2,,2022.5,1925.5
123,2,,2027.5,1917.0
124,2,,2042.0,1900.5
125,2,,2059.5,1903.0
126,2,,2075.0,1947.0
127,2,,2035.0,1899.0
128,2,,1926.0,1882.5
129,2,,1939.0,1875.0
130,2,,1949.5,1881.0
131,2,,1955.0,1939.5
132,2,,2042.0,1954.5
133,2,,2012.0,1939.0
134,2,,2060.5,1911.0
135,2,,2033.5,1900.0
136,2,,2023.5,1887.0
137,2,,2007.0,1900.5
138,2,,1979.5,1914.5
139,2,,1887.0,1881.0
140,2,,1857.0,1820.0
141,2,,1924.5,1817.0
142,2,,1881.0,1855.5
143,2,,1874.5,1853.0
144,2,,1882.5,1764.0
145,2,,1855.0,1684.0
146,2,,1796.5,1640.0
147,2,,1788.5,1657.5
148,2,,1801.5,1689.0
149,2,,1783.5,1728.0
150,2,,1786.5,1713.0
151,2,,1799.0,1783.0
152,2,,1774.5,1678.5
153,2,,1758.5,1737.0
154,2,,1785.5,1771.0
155,2,,1923.5,1729.5
156,2,,1976.0,1730.5
157,2,,1967.5,1705.5
158,2,,1942.5,1664.0
159,2,,1929.0,1684.5
160,2,,1936.5,1638.5
161,2,,1927.0,1653.5
162,2,,1924.0,1678.0
163,2,,1936.5,1739.0
164,2,,1925.5,1690.0
165,2,,1923.5,1674.0
166,2,,1926.0,1660.0
167,2,,1921.5,1675.5
168,2,,1914.5,1690.5
169,2,,1897.0,1658.0
170,2,,1914.0,1628.5
171,2,,1907.5,1669.0
172,2,,1905.5,1679.5
173,2,,1902.0,1655.0
174,2,,1901.0,1676.0
175,2,,1906.0,1696.0
176,2,,1905.5,1699.0
177,2,,1872.5,1684.5
178,2,,1896.5,1727.0
179,2,,1890.5,1691.5
180,2,,1897.5,1732.0
181,2,,1896.0,1755.5
182,2,,1854.0,1760.5
183,2,,1798.0,1794.5
184,2,,1825.0,1797.0
185,2,,1814.0,1805.5
186,2,,1839.0,1808.0
187,2,,1886.0,1813.5
188,2,,1958.0,1814.5
189,2,,1929.5,1816.5
190,2,,1898.5,1833.0
191,2,,1897.5,1880.0
192,2,,1895.0,1843.5
193,2,,1990.0,1868.0
194,2,,1910.5,1888.5
195,2,,1908.5,1873.5
196,2,,1941.0,1814.5
197,2,,1982.5,1747.0
198,2,,1994.0,1765.0
199,2,,1999.5,1838.5
200,2,,1991.0,1846.0
201,2,,1992.0,1834.0
202,2,,2002.5,1813.5
203,2,,1974.0,1807.5
204,2,,1922.5,1877.5
205,2,,1937.5,1914.0
206,2,,1927.0,1924.0
207,2,,1956.5,1874.5
208,2,,1982.5,1863.0
209,2,,1973.0,1859.5
210,2,,1881.0,1869.5
211,2,,1902.0,1876.0
212,2,,1860.0,1811.0
213,2,,1869.0,1840.5
214,2,,1858.0,1825.5
215,2,,1867.5,1853.5
216,2,,1885.0,1842.0
217,2,,1894.0,1836.0
218,2,,1890.0,1824.0
219,2,,1868.5,1835.0
220,2,,1851.5,1751.0
221,2,,1798.0,1747.5
222,2,,1826.0,1774.0
223,2,,1984.0,1745.5
224,1,,1774.5,
225,1,,1796.0,
226,2,,1787.5,1709.5
227,2,,1771.0,1697.0
228,2,,1751.0,1670.0
229,2,,1716.5,1676.5
230,2,,1729.5,1643.5
231,2,,1788.0,1751.0
232,2,,1766.5,1732.0
233,2,,1721.5,1706.5
234,2,,1721.5,1503.5
235,2,,1711.5,1520.5
236,2,,1746.5,1586.0
237,2,,1727.0,1690.0
238,2,,1730.5,1711.0
239,2,,1782.5,1763.0
240,2,,1800.0,1710.0
241,2,,1814.0,1708.0
242,2,,1819.5,1699.0
243,2,,1786.0,1677.0
244,2,,1778.5,1705.0
245,2,,1770.5,1673.5
246,2,,1783.0,1663.0
247,2,,1770.0,1662.5
248,2,,1770.5,1627.5
249,2,,1775.0,1627.5
250,2,,1772.0,1601.0
251,2,,1774.5,1657.0
252,2,,1792.0,1632.5
253,2,,1782.0,1635.5
254,2,,1787.0,1635.5
255,2,,1798.5,1619.0
256,2,,1787.0,1632.5
257,2,,1786.5,1640.5
258,2,,1788.0,1625.5
259,2,,1784.0,1604.0
260,2,,1780.0,1593.5
261,2,,1785.5,1616.5
262,2,,1753.0,1605.0
263,2,,1723.5,1628.5
264,2,,1720.0,1626.0
265,2,,1742.5,1642.5
266,2,,1746.0,1665.0
267,2,,1729.0,1685.0
268,2,,1740.5,1690.0
269,2,,1737.5,1626.0
270,2,,1738.5,1619.5
271,2,,1718.5,1629.0
272,2,,1709.0,1590.0
273,2,,1788.5,1611.5
274,2,,1741.0,1629.0
275,2,,1780.0,1634.0
276,2,,1807.0,1615.5
277,2,,1789.5,1642.5
278,2,,1799.0,1634.5
279,2,,1817.5,1699.0
280,2,,1772.5,1696.0
281,2,,1741.5,1679.0
282,2,,1737.5,1707.0
283,2,,1724.5,1695.0
284,2,,1708.5,1706.5
285,2,,1718.0,1683.0
286,2,,1763.0,1730.0
287,2,,1716.0,1705.5
288,2,,1757.5,1715.5
289,2,,1788.0,1706.0
290,2,,1816.0,1711.0
291,2,,1793.0,1716.0
292,2,,1852.5,1708.0
293,2,,1869.0,1706.5
294,2,,1884.0,1708.0
295,2,,1864.0,1703.5
296,2,,1898.0,1708.5
297,2,,1853.5,1676.0
298,2,,1891.0,1696.0
299,2,,1903.0,1689.5
300,2,,1908.0,1672.5
301,2,,1950.5,1677.0
302,2,,1940.0,1645.5
303,2,,1964.0,1656.0
304,2,,1947.0,1649.0
305,2,,1900.0,1660.0
306,2,,1868.5,1676.0
307,2,,1858.0,1667.0
308,2,,1809.5,1650.5
309,2,,1836.0,1659.5
310,2,,1868.0,1652.0
311,2,,1830.5,1649.0
312,2,,1808.5,1664.0
313,2,,1826.0,1640.5
314,2,,1837.5,1643.0
315,2,,1877.0,1642.0
316,2,,1830.5,1680.5
317,2,,1844.0,1703.0
318,2,,1819.0,1700.0
319,2,,1806.5,1688.5
320,2,,1749.5,1675.5
321,2,,1740.0,1674.5
322,2,,1768.5,1668.5
323,2,,1736.5,1652.5
324,2,,1757.5,1654.0
325,2,,1768.0,1658.0
326,2,,1755.0,1672.5
327,2,,1758.0,1681.0
328,2,,1764.0,1648.0
329,2,,1802.5,1659.0
330,2,,1838.0,1668.5
331,2,,1850.0,1669.5
332,2,,1874.5,1672.5
333,2,,1870.0,1661.5
334,2,,1852.0,1659.5
335,2,,1920.0,1673.0
336,2,,1893.5,1670.0
337,2,,1974.5,1691.5
338,2,,1940.0,1725.5
339,2,,1952.5,1711.0
340,2,,1995.0,1719.0
341,2,,1967.0,1696.0
342,2,,1908.5,1717.5
343,2,,1988.0,1716.5
344,2,,1972.5,1800.0
345,2,,1968.5,1890.5
346,1,,1978.5,
347,2,,1992.5,1839.0
348,2,,2043.5,1914.0
349,2,,2022.5,2008.0
350,2,,2066.5,1959.0
351,2,,2078.0,1921.5
352,2,,2089.5,1960.0
353,2,,2108.0,2004.0
354,2,,2094.0,1948.0
355,2,,2086.5,1926.5
356,2,,2106.0,1899.5
357,2,,2066.5,1920.0
358,2,,2032.5,1928.0
359,2,,1994.5,1927.0
360,2,,2025.0,1921.0
361,2,,1996.0,1919.0
362,2,,2003.0,1916.5
363,2,,1987.5,1926.0
364,2,,2027.0,1977.5
365,2,,2043.0,1987.0
366,2,,2027.5,2000.5
367,2,,2008.5,1934.5
368,2,,1999.5,1914.0
369,2,,2004.0,1956.5
370,2,,2057.5,1920.0
371,2,,2057.0,1875.5
372,2,,2043.0,1819.0
373,2,,2059.5,1820.5
374,2,,2051.5,1855.0
375,2,,2065.0,1794.0
376,2,,2098.0,1818.5
377,2,,2109.0,1796.5
378,2,,2117.0,1786.5
379,2,,2093.5,1730.0
380,2,,2120.5,1778.5
381,2,,2116.5,1766.0
382,2,,2102.0,1781.0
383,2,,2094.0,1737.0
384,2,,2094.0,1748.0
385,2,,2072.0,1754.5
386,2,,2053.0,1722.0
387,2,,2068.5,1668.0
388,2,,2078.0,1695.5
389,2,,2119.0,1737.5
390,2,,2176.5,1761.0
391,2,,2112.0,1768.5
392,2,,2141.5,1755.0
393,2,,2139.0,1738.5
394,2,,2120.5,1753.0
395,2,,2141.5,1725.5
396,2,,2109.5,1736.5
397,2,,2095.5,1724.0
398,2,,2088.0,1710.0
399,2,,2085.0,1744.0
400,2,,2079.5,1758.0
401,2,,2075.5,1780.0
402,2,,2080.5,1758.0
403,2,,2078.0,1766.5
404,2,,2073.5,1716.5
405,2,,2068.5,1749.0
406,2,,2075.0,1802.5
407,2,,2100.0,1748.0
408,2,,2080.0,1748.0
409,2,,2098.5,1780.0
410,2,,2098.5,1817.5
411,2,,2105.0,1819.0
412,2,,2130.0,1842.0
413,2,,2131.0,1819.0
414,2,,2098.0,1838.5
415,2,,2034.5,1928.0
416,2,,2062.5,1930.5
417,2,,2036.0,1910.5
418,2,,2068.5,1974.5
419,2,,2065.0,1892.0
420,2,,2056.5,1926.0
421,2,,2059.0,1953.5
422,2,,2068.5,1953.0
423,2,,2047.0,1976.0
424,2,,2082.0,2028.5
425,2,,2107.0,2043.5
426,2,,2072.5,2051.0
427,2,,2100.0,2036.0
428,2,,2131.0,1934.0
429,2,,2131.5,1915.5
430,2,,2088.5,1947.5
431,2,,2114.0,1992.5
432,2,,2068.5,1926.5
433,2,,2039.5,1956.0
434,2,,2052.5,1969.5
435,2,,2020.0,2002.5
436,2,,2032.5,1982.5
437,2,,2063.5,2001.5
438,2,,2093.0,1968.0
439,2,,2143.0,1982.0
440,2,,2127.0,1988.5
441,2,,2080.0,1993.0
442,2,,2153.5,1980.5
443,2,,2142.5,1970.0
444,2,,2141.0,1948.0
445,2,,2171.0,1956.0
446,2,,2207.5,1903.5
447,2,,2174.5,1810.5
448,2,,2186.5,1918.0
449,2,,2222.0,1903.5
450,2,,2220.5,1926.0
451,2,,2191.5,1891.5
452,2,,2183.5,1928.5
453,2,,2180.0,1963.5
454,2,,2182.5,1995.5
455,2,,2172.0,1996.5
456,2,,2179.0,1975.0
457,2,,2197.5,1935.5
458,2,,2180.5,1970.5
459,2,,2154.5,1985.0
460,2,,2138.5,2008.0
461,2,,2163.0,2024.0
462,2,,2190.5,2037.5
463,2,,2213.5,2038.5
464,2,,2160.5,2070.5
465,2,,2133.0,2027.0
466,2,,2094.0,2036.5
467,2,,2104.5,2009.0
468,2,,2067.0,1978.0
469,2,,2034.5,1930.5
470,2,,2004.5,1943.0
471,2,,2008.0,1959.0
472,2,,2057.5,1985.5
473,2,,2064.5,2038.5
474,2,,2109.0,2022.0
475,2,,2080.5,1910.5
476,2,,2099.0,1900.5
477,2,,2070.5,1833.5
478,2,,2074.0,1830.0
479,2,,2097.0,1822.5
480,2,,2100.0,1842.0
481,2,,2068.0,1874.0
482,2,,2099.0,1856.5
483,2,,2101.5,1893.0
484,2,,2099.0,1995.5
485,2,,2157.5,2012.0
486,2,,2118.0,2029.0
487,2,,2103.0,2043.5
488,2,,2111.5,2079.5
489,2,,2116.5,2075.0
490,2,,2141.0,2047.0
491,2,,2141.5,2028.5
492,2,,2117.5,2043.5
493,2,,2125.5,2003.5
494,2,,2144.5,1982.0
495,2,,2154.5,2006.5
496,2,,2142.5,2019.0
497,2,,2137.0,2022.5
498,2,,2158.5,2009.5
499,2,,2139.5,1979.5
500,2,,2074.5,1944.5
501,2,,2021.5,1942.0
502,2,,2020.0,1950.0
503,2,,2033.5,1979.0
504,2,,2051.0,1958.5
505,2,,2043.5,1935.0
506,2,,2014.0,1936.0
507,2,,1953.0,1947.5
508,2,,1968.0,1959.5
509,2,,2011.0,1979.5
510,2,,2024.0,1967.5
511,2,,1993.0,1960.0
512,2,,1977.5,1974.5
513,2,,2012.0,1941.5
514,2,,2032.5,1948.5
515,2,,2034.5,1926.0
516,2,,2022.5,1942.5
517,2,,2024.5,1918.0
518,2,,2044.5,1937.5
519,2,,2059.5,1885.0
520,2,,2091.5,1894.5
521,2,,2142.0,1916.0
522,2,,2164.0,1963.5
523,2,,2227.0,1893.0
524,2,,2201.5,1891.5
525,2,,2256.5,1894.0
526,2,,2291.0,1920.0
527,2,,2285.0,1911.0
528,2,,2320.0,1906.0
529,2,,2345.5,1913.0
530,2,,2367.5,1900.5
531,2,,2368.5,1939.0
532,2,,2376.5,1937.5
533,2,,2404.5,1904.0
534,2,,2389.0,1896.5
535,2,,2396.0,1905.0
536,2,,2401.0,1898.5
537,2,,2390.5,1950.0
538,2,,2401.5,1894.0
539,2,,2409.0,1909.5
540,2,,2380.0,1913.0
541,2,,2357.0,1925.0
542,2,,2387.0,1967.5
543,2,,2285.5,1964.0
544,2,,2291.0,1975.5
545,2,,2337.0,2007.5
546,2,,2343.5,2003.5
547,2,,2403.5,2000.0
548,2,,2333.0,2013.5
549,2,,2298.5,2043.0
550,2,,2279.5,2033.5
551,2,,2255.5,2027.5
552,2,,2241.0,2007.5
553,2,,2264.5,2018.0
554,2,,2237.5,2057.0
555,2,,2206.5,2062.0
556,2,,2214.5,2047.5
557,2,,2215.5,2063.5
558,2,,2202.0,2033.0
559,2,,2224.5,2021.0
560,2,,2214.5,2057.5
561,2,,2252.5,2076.5
562,2,,2258.5,2015.0
563,2,,2212.0,1979.0
564,2,,2238.0,1982.0
565,2,,2236.0,1951.5
566,2,,2244.0,1936.5
567,2,,2270.5,1893.5
568,2,,2291.5,1940.5
569,2,,2291.5,1921.0
570,2,,2311.5,1906.0
571,2,,2306.0,1939.0
572,2,,2321.0,1905.0
573,2,,2342.0,1912.5
574,2,,2385.5,1882.5
575,2,,2358.5,1918.0
576,2,,2375.0,1905.0
577,2,,2398.5,1921.5
578,2,,2428.0,1924.5
579,2,,2431.0,1915.0
580,2,,2394.0,1882.5
581,2,,2382.0,1943.5
582,2,,2378.0,1914.0
583,2,,2419.0,1936.0
584,2,,2418.5,1964.5
585,2,,2399.5,1949.0
586,2,,2363.0,1970.5
587,2,,2446.0,2010.0
588,2,,2441.5,1985.5
589,2,,2419.5,1985.0
590,2,,2337.5,2001.0
591,2,,2307.5,2049.0
592,2,,2286.0,2037.5
593,2,,2243.5,2014.0
594,2,,2282.0,2020.5
595,2,,2262.5,1989.5
596,2,,2242.5,1976.0
597,2,,2258.0,1956.5
598,2,,2246.5,1987.0
599,2,,2231.0,1990.5
600,2,,2265.0,2007.5
601,2,,2222.0,1982.5
602,2,,2250.0,1977.0
603,2,,2230.0,2006.0
604,2,,2243.0,2006.0
605,2,,2261.0,1968.0
606,2,,2278.0,1951.0
607,2,,2254.0,1929.0
608,2,,2280.0,1889.0
609,2,,2312.0,1930.5
610,2,,2331.0,1938.5
611,2,,2279.0,1869.0
612,2,,2276.0,1865.5
613,2,,2309.0,1817.0
614,2,,2320.0,1863.0
615,2,,2346.0,1863.5
616,2,,2325.5,1861.0
617,2,,2305.0,1862.0
618,2,,2303.5,1852.5
619,2,,2316.0,1832.0
620,2,,2280.0,1877.5
621,2,,2280.5,1883.0
622,2,,2283.5,1868.5
623,2,,2270.0,1881.0
624,2,,2250.0,1840.5
625,2,,2270.0,1838.0
626,2,,2254.5,1871.0
627,2,,2256.5,1882.5
628,2,,2248.5,1878.5
629,2,,2235.0,1868.5
630,2,,2234.5,1874.0
631,2,,2269.0,1873.0
632,2,,2296.0,1809.5
633,2,,2262.5,1766.5
634,2,,2244.0,1804.5
635,2,,2210.5,1778.5
636,2,,2256.0,1741.0
637,2,,2271.0,1788.0
638,2,,2262.0,1791.0
639,2,,2194.5,1764.5
640,2,,2171.0,1767.0
641,2,,2144.5,1765.0
642,2,,2151.0,1746.0
643,2,,2145.5,1757.5
644,2,,2112.0,1754.0
645,2,,2091.5,1790.0
646,2,,2103.5,1791.5
647,2,,2111.0,1753.5
648,2,,2071.0,1747.5
649,2,,2066.0,1792.5
650,2,,2020.0,1854.5
651,2,,2045.0,1859.0
652,2,,2034.5,1832.5
653,2,,2025.0,1816.5
654,2,,1997.0,1813.5
655,2,,1977.5,1847.0
656,2,,1958.5,1868.5
657,2,,1981.0,1876.0
658,2,,1988.5,1801.5
659,2,,1988.0,1814.5
660,2,,2005.5,1843.0
661,2,,1995.5,1848.0
662,2,,1997.5,1863.5
663,2,,1986.5,1821.5
664,2,,1993.0,1831.5
665,2,,1979.5,1881.5
666,2,,1987.0,1815.0
667,2,,2010.0,1788.0
668,2,,2008.0,1812.0
669,2,,2037.5,1844.5
670,2,,2030.0,1805.5
671,2,,2049.5,1791.5
672,2,,2038.5,1752.0
673,2,,2098.5,1760.0
674,2,,2079.5,1769.5
675,2,,2080.0,1772.0
676,2,,2117.0,1811.0
677,2,,2145.5,1775.0
678,2,,2164.5,1742.0
679,2,,2162.0,1711.5
680,2,,2176.5,1709.5
681,2,,2177.0,1714.0
682,2,,2182.5,1670.5
683,2,,2207.5,1685.0
684,2,,2243.0,1689.5
685,2,,2229.0,1713.0
686,2,,2262.5,1703.5
687,2,,2246.0,1692.0
688,2,,2248.0,1660.0
689,2,,2236.5,1655.5
690,2,,2250.0,1632.0
691,2,,2214.5,1681.0
692,2,,2200.0,1638.0
693,2,,2193.0,1653.5
694,2,,2193.0,1608.0
695,2,,2190.0,1617.5
696,2,,2194.0,1617.0
697,2,,2193.5,1616.0
698,2,,2140.0,1593.5
699,2,,2121.0,1623.0
700,2,,2146.5,1638.0
701,2,,2097.5,1597.0
702,2,,2101.5,1667.5
703,2,,2099.0,1640.5
704,2,,2120.5,1671.5
705,2,,2137.0,1688.0
706,2,,2132.5,1631.0
707,2,,2163.5,1686.0
708,2,,2165.5,1706.5
709,2,,2098.5,1755.0
710,2,,2093.5,1762.5
711,2,,2103.0,1712.0
712,2,,2133.5,1717.5
713,2,,2148.0,1750.5
714,2,,2156.0,1760.5
715,2,,2101.0,1780.5
716,2,,2072.5,1844.0
717,2,,2063.0,1814.0
718,2,,2089.0,1827.5
719,2,,2112.5,1838.0
720,2,,2104.0,1865.0
721,2,,2100.0,1863.5
722,2,,2050.0,1914.0
723,2,,2029.0,1888.5
724,2,,2023.0,1884.0
725,2,,2009.0,1973.0
726,2,,2035.5,1945.0
727,2,,2024.5,1957.0
728,2,,2017.0,1918.5
729,2,,1978.0,1964.0
730,2,,1993.5,1960.0
731,2,,1935.5,1913.0
732,2,,1937.5,1929.0
733,2,,1948.5,1897.5
734,2,,1947.5,1901.0
735,2,,1943.0,1911.0
736,2,,1952.5,1918.0
737,2,,1945.5,1919.0
738,2,,1964.0,1941.5
739,2,,1973.0,1948.0
740,2,,1947.5,1945.0
741,2,,1948.5,1945.5
742,2,,1972.5,1967.0
743,2,,1979.0,1973.5
744,2,,1983.5,1974.0
745,2,,1958.5,1955.5
746,2,,1970.5,1968.0
747,2,,2038.0,1968.0
748,2,,1999.5,1977.5
749,2,,2004.0,1986.5
750,2,,2002.0,1977.0
751,2,,1991.0,1970.5
752,2,,2021.0,1968.5
753,2,,2025.0,1965.0
754,2,,2005.0,1960.0
755,2,,2022.5,1965.5
756,2,,1992.5,1966.0
757,2,,2016.5,1958.0
758,2,,2004.0,1954.0
759,2,,2017.0,1951.0
760,2,,2026.5,1946.0
761,2,,2041.0,1942.5
762,2,,2049.0,1947.0
763,2,,2086.5,1973.0
764,2,,2075.5,1962.0
765,2,,2100.0,1975.0
766,2,,2081.5,1995.0
767,2,,2083.0,2024.5
768,2,,2084.5,1989.5
769,2,,2134.5,1969.0
770,2,,2158.0,1981.0
771,2,,2184.0,1986.5
772,2,,2099.0,1975.0
773,2,,2097.0,1971.0
774,2,,2082.5,1989.5
775,2,,2032.5,2006.5
776,2,,2028.5,1991.5
777,2,,1997.0,1992.5
778,2,,1985.5,1983.0
779,2,,2035.0,2009.0
780,2,,2032.0,1992.0
781,2,,2032.0,1948.0
782,2,,2032.0,1938.0
783,2,,2044.0,1900.0
784,2,,2024.0,1881.0
785,2,,2056.0,1925.5
786,2,,2081.0,1920.0
787,2,,2097.0,1901.0
788,2,,2064.0,1866.5
789,2,,2085.0,1879.5
790,2,,2079.5,1854.5
791,2,,2068.0,1850.5
792,2,,2073.0,1890.0
793,2,,2022.5,1891.0
794,2,,2096.0,1897.0
795,2,,2094.0,1893.5
796,2,,2042.0,1875.5
797,2,,2041.5,1870.5
798,2,,2060.0,1868.5
799,2,,2034.5,1882.5
800,2,,2085.0,1887.5
801,2,,2131.5,1873.0
802,2,,2048.5,1862.5
803,2,,2037.0,1864.5
804,2,,2063.0,1867.5
805,2,,2071.5,1872.5
806,2,,2115.5,1875.0
807,2,,2101.5,1872.0
808,2,,2121.0,1876.5
809,2,,2153.5,1868.5
810,2,,2170.5,1876.0
811,2,,2136.0,1887.5
812,2,,2127.0,1869.5
813,2,,2138.5,1857.0
814,2,,2096.5,1857.5
815,2,,2117.5,1861.5
816,2,,2166.5,1868.5
817,2,,2138.0,1869.5
818,2,,2090.0,1855.0
819,2,,2062.5,1853.0
820,2,,2027.5,1844.0
821,2,,2025.0,1893.0
822,2,,2037.0,1882.5
823,2,,2043.5,1866.0
824,2,,2053.0,1871.5
825,2,,2000.5,1879.5
826,2,,1983.5,1901.5
827,2,,2016.5,1906.5
828,2,,1946.0,1885.0
829,2,,1972.5,1883.0
830,2,,2010.0,1890.0
831,2,,1997.5,1870.0
832,2,,1943.5,1854.0
833,2,,1925.0,1868.0
834,2,,1942.0,1860.5
835,2,,2040.5,1855.5
836,2,,2061.0,1858.0
837,2,,2062.0,1877.0
838,2,,2061.0,1863.0
839,2,,2081.5,1883.5
840,2,,2008.5,1873.5
841,2,,2072.0,1862.0
842,2,,2086.5,1865.0
843,2,,2103.5,1870.0
844,2,,2098.5,1862.5
845,2,,2071.5,1869.5
846,2,,2117.0,1871.5
847,2,,2132.5,1868.5
848,2,,2116.0,1913.0
849,2,,2147.5,1914.5
850,2,,2166.0,1908.0
851,2,,2182.0,1897.5
852,2,,2160.0,1887.0
853,2,,2133.5,1869.0
854,2,,2129.0,1898.5
855,2,,2136.0,1911.5
856,2,,2149.0,1903.5
857,2,,2156.0,1989.0
858,2,,2188.5,1865.0
859,2,,2213.5,1882.0
860,2,,2196.0,1893.5
861,2,,2165.0,1892.0
862,2,,2149.0,1891.5
863,2,,2138.5,1887.5
864,2,,2196.0,1887.0
865,2,,2210.5,1879.0
866,2,,2163.0,1876.0
867,2,,2147.0,1882.0
868,2,,2130.0,1887.5
869,2,,2113.5,1867.0
870,2,,2117.0,1908.0
871,2,,2092.5,1840.0
872,2,,2135.0,1839.5
873,2,,2151.5,1882.0
874,2,,2118.0,1879.0
875,2,,2126.0,1891.0
876,2,,2100.0,1904.0
877,2,,2099.5,1966.0
878,2,,2096.0,1967.5
879,2,,2131.0,1971.5
880,2,,2097.0,1976.0
881,2,,2094.0,1961.0
882,2,,2083.0,1967.5
883,2,,2108.0,1977.0
884,2,,2094.0,1941.0
885,2,,2137.5,1837.5
886,2,,2106.0,1843.0
887,2,,2098.0,1854.5
888,2,,2075.5,1847.0
889,2,,2092.5,1854.0
890,2,,2101.0,1886.5
891,2,,2126.0,1862.5
892,2,,2116.0,1853.0
893,2,,2081.0,1857.0
894,2,,2070.5,1890.5
895,2,,2103.5,1884.0
896,2,,2116.0,1878.5
897,2,,2121.5,1874.5
898,2,,2155.5,1870.0
899,2,,2108.5,1878.0
900,2,,2091.5,1857.0
901,2,,2125.0,1844.5
902,2,,2157.0,1853.0
903,2,,2171.0,1885.0
904,2,,2137.0,1881.5
905,2,,2143.0,1857.0
906,2,,2123.5,1839.0
907,2,,2111.0,1794.5
908,2,,2129.0,1855.0
909,2,,2104.5,1970.0
910,2,,2050.5,2004.5
911,2,,2062.0,1897.5
912,2,,2046.0,1847.0
913,2,,2037.5,1830.0
914,2,,2029.5,1813.5
915,2,,2058.0,1800.5
916,2,,2027.5,1822.5
917,2,,2004.0,1834.0
918,2,,2002.5,1852.0
919,2,,1976.0,1827.0
920,2,,1985.5,1832.0
921,2,,2060.0,1827.5
922,2,,2027.5,1831.5
923,2,,2009.0,1853.0
924,2,,1994.5,1873.5
925,2,,2004.0,1861.0
926,2,,2045.5,1838.0
927,2,,2038.5,1807.0
928,2,,1997.0,1816.0
929,2,,2027.0,1813.0
930,2,,1960.0,1820.0
931,2,,1952.0,1811.5
932,2,,1982.5,1784.5
